g1.gid,g2.gid,ged,hungarian,vj,beam5
24,357,92,142,148,92
24,299,71,143,161,71
24,512,108,146,158,108
24,503,87,163,163,87
24,597,114,198,204,114
24,68,97,145,155,97
24,573,91,147,167,91
24,185,103,149,163,103
24,427,70,118,146,70
24,47,101,145,147,101
24,277,98,132,144,98
24,585,96,162,164,96
24,274,89,141,149,89
24,85,89,145,141,89
24,499,76,154,150,76
24,148,93,163,163,93
24,191,96,166,174,96
24,559,81,143,149,81
24,371,104,146,144,104
24,117,80,166,178,80
24,139,106,162,148,106
24,366,108,136,156,108
24,563,98,144,168,98
24,278,91,155,157,91
24,187,108,170,160,108
24,532,156,222,232,156
24,173,96,164,172,96
24,465,109,181,183,109
24,580,93,147,145,93
24,198,110,174,168,110
24,72,88,150,152,88
24,158,93,143,143,93
24,189,111,159,169,111
24,20,81,149,153,81
24,94,93,139,149,93
24,196,108,170,166,108
24,8,195,251,263,195
24,522,101,153,151,101
24,33,95,143,161,95
24,551,106,188,186,106
24,484,120,176,172,120
24,378,99,145,139,99
24,593,90,148,148,90
24,268,96,152,150,96
24,413,93,145,151,93
24,52,88,148,156,88
24,539,103,151,151,103
24,380,81,133,141,81
24,535,96,148,154,96
24,320,85,145,141,85
24,583,116,158,160,116
24,498,68,134,142,68
24,36,97,147,155,97
24,95,86,146,148,86
24,179,95,131,137,95
24,285,104,158,164,104
24,596,100,158,164,100
24,409,112,150,150,112
24,250,111,153,149,111
24,183,130,156,166,130
24,326,86,166,178,86
24,346,80,130,152,80
24,400,97,141,151,97
24,543,78,152,158,78
24,104,92,142,154,92
24,48,85,125,139,85
24,32,95,141,159,95
24,511,107,145,155,107
24,209,118,192,198,118
24,197,83,151,145,83
24,491,78,140,150,78
24,312,92,164,168,92
24,49,105,137,147,105
24,181,105,145,149,105
24,497,89,159,145,89
24,600,99,153,161,99
24,592,96,154,154,96
24,457,105,129,133,105
24,527,134,192,200,134
24,575,103,193,187,103
24,71,106,152,170,106
24,224,113,179,193,113
24,18,95,155,163,95
24,194,110,182,174,110
24,552,85,153,149,85
24,472,93,173,169,93
24,233,90,152,142,90
24,504,142,218,212,142
24,408,103,155,151,103
24,45,97,177,173,97
24,294,115,177,191,115
24,87,79,149,149,79
24,235,89,139,155,89
24,27,112,158,156,112
24,192,109,139,143,109
24,349,150,216,208,150
24,246,82,144,152,82
24,134,101,139,135,101
24,502,105,155,163,105
24,407,108,146,150,108
24,97,97,141,143,97
24,296,244,310,300,244
24,557,115,179,177,115
24,218,119,169,167,119
24,500,97,167,165,97
24,88,123,159,167,123
24,199,138,202,208,138
24,501,124,178,182,124
24,411,86,142,144,86
24,283,107,169,163,107
24,221,103,145,145,103
24,288,92,148,154,92
24,121,96,144,158,96
24,521,94,138,164,94
24,273,92,144,160,92
24,147,100,156,162,100
24,382,98,164,166,98
24,73,91,151,155,91
267,25,81,143,131,81
267,438,117,161,167,117
267,252,48,100,80,48
267,24,86,148,148,86
267,267,0,0,88,0
267,315,90,146,152,90
267,350,69,117,129,69
267,15,46,106,116,46
267,348,91,131,135,91
267,67,66,104,92,66
267,415,90,116,118,90
267,442,103,145,145,103
267,167,85,151,149,85
267,395,108,160,162,108
267,365,79,133,129,79
267,317,47,107,101,47
267,302,96,140,142,96
267,149,79,133,137,79
267,377,48,124,120,48
267,253,59,117,109,59
267,537,99,149,139,99
267,81,66,116,120,66
267,266,55,93,107,55
267,279,125,183,173,125
267,558,109,157,153,109
267,105,60,116,114,60
267,300,110,154,166,110
267,176,102,166,164,102
267,406,61,111,107,61
267,109,65,121,111,65
267,230,60,106,114,60
267,554,57,103,107,57
267,401,115,153,155,115
267,43,102,152,154,102
267,388,65,111,99,65
267,489,48,98,100,48
267,184,99,135,143,99
267,347,87,147,149,87
267,301,91,141,149,91
267,536,86,148,152,86
267,589,57,107,103,57
267,564,78,122,128,78
267,107,86,126,136,86
267,289,77,125,133,77
267,509,87,131,135,87
267,292,122,174,176,122
267,513,81,147,151,81
267,526,132,192,192,132
267,428,61,111,95,61
267,295,238,284,280,238
267,545,74,132,128,74
267,116,64,128,130,64
267,291,134,186,186,134
267,490,60,106,108,60
267,448,76,124,124,76
267,84,75,119,127,75
267,1,63,131,133,63
267,245,76,144,148,76
267,594,142,188,180,142
267,519,87,121,123,87
267,112,114,172,160,114
267,101,99,151,153,99
267,316,94,142,152,94
267,381,49,107,95,49
267,538,95,141,137,95
267,313,110,160,168,110
267,31,67,131,137,67
267,215,118,164,166,118
267,531,80,134,140,80
267,44,94,160,158,94
267,452,50,106,106,50
267,524,65,131,133,65
267,123,187,231,233,187
267,304,90,138,136,90
267,520,66,104,116,66
267,241,54,98,116,54
267,270,50,106,106,50
267,180,72,96,108,72
267,74,82,152,150,82
267,42,104,158,154,104
267,309,108,154,154,108
267,26,71,129,135,71
267,570,89,139,141,89
267,297,242,292,288,242
267,572,92,138,144,92
267,546,76,142,136,76
267,22,77,139,145,77
267,86,66,120,124,66
267,41,112,156,158,112
267,174,104,160,154,104
267,308,90,138,136,90
267,118,196,234,236,196
267,578,131,171,177,131
267,287,86,146,138,86
267,514,75,129,131,75
267,223,65,135,135,65
267,305,93,153,157,93
267,598,115,175,167,115
267,284,90,142,150,90
267,182,93,131,135,93
267,168,86,136,144,86
267,544,64,136,120,64
267,143,80,112,104,80
267,113,112,174,172,112
267,533,87,143,145,87
267,14,72,130,130,72
267,540,95,159,159,95
267,286,74,130,144,74
267,93,44,104,104,44
267,276,62,96,96,62
267,126,59,89,93,59
267,243,55,111,107,55
267,102,82,138,130,82
267,459,77,123,129,77
267,547,89,131,139,89
267,414,68,116,126,68
267,177,104,146,146,104
267,62,57,121,127,57
267,227,76,134,132,76
267,226,64,126,120,64
267,444,80,126,134,80
267,282,98,154,138,98
267,553,81,145,139,81
267,574,88,136,148,88
267,306,115,169,177,115
267,516,64,114,118,64
267,193,46,94,106,46
267,492,79,131,125,79
267,495,77,139,129,77
267,195,93,147,135,93
267,530,83,139,141,83
267,327,105,157,159,105
267,595,90,146,148,90
267,390,71,135,133,71
267,146,86,144,148,86
267,103,134,196,188,134
267,46,105,153,157,105
267,355,146,198,194,146
267,493,57,109,109,57
267,234,70,110,116,70
267,430,70,108,108,70
267,293,179,221,225,179
267,98,71,101,109,71
267,404,55,99,105,55
267,91,64,122,128,64
267,439,111,161,153,111
267,13,65,131,125,65
267,310,114,162,160,114
267,599,120,160,164,120
267,275,53,113,117,53
267,379,60,96,94,60
267,169,98,152,150,98
267,569,89,135,139,89
267,89,86,150,140,86
267,392,99,153,157,99
267,203,116,170,176,116
267,30,58,104,108,58
267,542,99,165,159,99
267,204,118,186,178,118
267,222,53,101,91,53
267,325,112,162,160,112
267,269,55,121,117,55
267,228,74,114,122,74
267,271,66,100,118,66
267,63,46,104,102,46
267,333,60,112,98,60
267,21,86,138,142,86
267,171,105,155,157,105
267,560,66,116,112,66
267,108,84,130,134,84
267,523,121,165,175,121
267,443,87,129,133,87
267,496,72,140,130,72
267,231,51,111,123,51
267,99,52,102,94,52
267,418,73,133,135,73
267,517,107,155,157,107
267,290,64,130,128,64
267,424,76,116,112,76
267,494,67,107,109,67
267,272,78,138,140,78
267,303,88,138,132,88
267,178,94,142,142,94
267,534,93,161,159,93
267,307,104,154,150,104
267,247,69,113,111,69
267,90,62,114,122,62
267,23,72,136,134,72
267,200,56,116,112,56
267,571,88,146,144,88
267,485,73,135,119,73
267,591,105,171,171,105
267,92,69,117,123,69
267,17,85,143,149,85
267,16,120,170,164,120
267,242,59,103,105,59
267,541,102,152,148,102
267,37,86,128,130,86
267,461,67,107,119,67
267,412,82,116,118,82
267,10,53,99,89,53
267,434,79,123,125,79
267,357,66,106,112,66
267,299,67,125,119,67
267,512,54,96,108,54
267,503,79,137,147,79
267,597,118,190,184,118
267,68,69,125,137,69
267,573,83,145,143,83
267,185,101,147,153,101
267,427,54,100,112,54
267,47,37,97,97,37
267,277,58,132,112,58
267,585,60,124,116,60
267,274,67,129,123,67
267,85,59,107,111,59
267,499,64,126,132,64
267,148,77,129,133,77
267,191,92,156,164,92
267,559,71,127,111,71
267,371,70,98,92,70
267,117,98,162,152,98
267,139,72,126,124,72
267,366,88,122,126,88
267,563,102,144,146,102
267,278,89,149,147,89
267,187,88,148,144,88
267,532,162,212,212,162
267,173,98,156,162,98
267,465,113,165,173,113
267,580,73,127,127,73
267,198,106,156,148,106
267,72,60,128,126,60
267,158,69,119,111,69
267,189,87,157,145,87
267,20,57,123,105,57
267,94,59,107,109,59
267,196,108,154,158,108
267,8,189,237,237,189
267,522,75,115,129,75
267,33,59,123,127,59
267,551,106,168,170,106
267,484,114,156,158,114
267,378,75,87,85,75
267,593,90,126,136,90
267,268,64,120,114,64
267,413,73,131,129,73
267,52,82,140,142,82
267,539,75,145,149,75
267,380,61,111,113,61
267,535,68,138,134,68
267,320,69,111,113,69
267,583,88,156,154,88
267,498,58,118,130,58
267,36,87,137,141,87
267,95,52,110,108,52
267,179,79,113,115,79
267,285,98,138,152,98
267,596,96,156,158,96
267,409,70,106,98,70
267,250,61,109,115,61
267,183,90,142,152,90
267,326,96,160,148,96
267,346,66,124,116,66
267,400,71,111,107,71
267,543,68,130,132,68
267,104,56,112,114,56
267,48,53,107,99,53
267,32,69,131,133,69
267,511,53,95,109,53
267,209,108,170,168,108
267,197,71,137,129,71
267,491,66,126,122,66
267,312,100,160,156,100
267,49,43,107,111,43
267,181,69,131,129,69
267,497,75,131,137,75
267,600,103,139,133,103
267,592,72,126,118,72
267,457,63,79,89,63
267,527,130,174,186,130
267,575,123,183,179,123
267,71,86,142,138,86
267,224,121,175,179,121
267,18,87,137,145,87
267,194,108,152,160,108
267,552,81,137,143,81
267,472,91,153,145,91
267,233,74,122,114,74
267,504,148,210,200,148
267,408,57,105,107,57
267,45,97,155,161,97
267,294,119,171,169,119
267,87,69,125,125,69
267,235,57,113,111,57
267,27,78,124,134,78
267,192,61,107,103,61
267,349,146,200,192,146
267,246,74,140,134,74
267,134,67,103,97,67
267,502,71,115,123,71
267,407,78,114,102,78
267,97,57,109,101,57
267,296,242,282,290,242
267,557,105,165,167,105
267,218,105,149,153,105
267,500,89,159,155,89
267,88,79,145,137,79
267,199,134,184,182,134
267,501,124,158,168,124
267,411,64,124,110,64
267,283,107,151,157,107
267,221,59,103,107,59
267,288,74,136,136,74
267,121,80,138,140,80
267,521,80,126,120,80
267,273,74,136,140,74
267,147,98,134,134,98
267,382,106,162,152,106
267,73,79,145,129,79
315,25,117,165,157,117
315,438,133,171,185,133
315,252,100,140,152,100
315,24,124,160,170,124
315,267,106,146,152,106
315,315,0,0,160,0
315,350,101,155,155,101
315,15,104,154,144,104
315,348,117,161,161,117
315,67,102,146,150,102
315,415,118,162,158,118
315,442,113,159,163,113
315,167,107,155,161,107
315,395,110,172,178,110
315,365,97,157,141,97
315,317,109,153,153,109
315,302,122,156,160,122
315,149,109,159,153,109
315,377,98,158,154,98
315,253,99,157,155,99
315,537,125,167,165,125
315,81,96,148,164,96
315,266,117,157,149,117
315,279,135,199,203,135
315,558,93,181,169,93
315,105,104,148,158,104
315,300,108,168,174,108
315,176,108,172,176,108
315,406,107,151,147,107
315,109,107,151,153,107
315,230,112,158,158,112
315,554,119,155,153,119
315,401,121,175,175,121
315,43,122,174,168,122
315,388,101,149,157,101
315,489,102,148,136,102
315,184,111,151,173,111
315,347,101,157,163,101
315,301,119,167,163,119
315,536,116,154,164,116
315,589,109,155,145,109
315,564,104,154,154,104
315,107,118,160,140,118
315,289,117,157,163,117
315,509,113,159,161,113
315,292,116,182,190,116
315,513,109,151,155,109
315,526,122,200,204,122
315,428,107,151,155,107
315,295,238,298,298,238
315,545,94,162,156,94
315,116,92,150,146,92
315,291,110,198,194,110
315,490,90,148,148,90
315,448,108,160,156,108
315,84,117,161,149,117
315,1,131,159,167,131
315,245,110,160,166,110
315,594,122,182,196,122
315,519,103,155,157,103
315,112,102,176,178,102
315,101,117,159,161,117
315,316,114,158,156,114
315,381,101,143,141,101
315,538,107,157,165,107
315,313,120,180,178,120
315,31,99,167,159,99
315,215,114,176,180,114
315,531,106,154,160,106
315,44,104,172,164,104
315,452,96,144,142,96
315,524,103,151,157,103
315,123,183,249,249,183
315,304,102,154,154,102
315,520,124,154,162,124
315,241,102,144,148,102
315,270,110,148,150,110
315,180,88,138,136,88
315,74,114,164,174,114
315,42,128,172,166,128
315,309,116,172,168,116
315,26,91,149,165,91
315,570,97,139,153,97
315,297,242,312,308,242
315,572,98,142,168,98
315,546,118,148,158,118
315,22,95,155,163,95
315,86,96,148,154,96
315,41,112,158,170,112
315,174,106,168,172,106
315,308,102,154,154,102
315,118,176,246,260,176
315,578,125,191,193,125
315,287,86,154,150,86
315,514,109,175,167,109
315,223,119,149,161,119
315,305,103,165,169,103
315,598,109,179,187,109
315,284,80,156,150,80
315,182,115,165,155,115
315,168,94,144,152,94
315,544,94,156,152,94
315,143,102,134,144,102
315,113,110,176,174,110
315,533,107,161,155,107
315,14,102,154,154,102
315,540,101,167,159,101
315,286,110,154,148,110
315,93,90,142,142,90
315,276,94,136,146,94
315,126,99,133,147,99
315,243,95,147,143,95
315,102,114,158,148,114
315,459,111,159,157,111
315,547,109,151,161,109
315,414,96,156,164,96
315,177,106,158,160,106
315,62,103,155,151,103
315,227,108,152,156,108
315,226,92,160,160,92
315,444,120,160,160,120
315,282,92,170,166,92
315,553,117,161,167,117
315,574,106,158,152,106
315,306,107,185,187,107
315,516,98,144,160,98
315,193,114,150,150,114
315,492,111,157,155,111
315,495,107,151,141,107
315,195,107,163,167,107
315,530,99,157,157,99
315,327,103,163,175,103
315,595,94,160,166,94
315,390,115,157,163,115
315,146,118,156,160,118
315,103,128,210,198,128
315,46,135,173,165,135
315,355,136,198,214,136
315,493,109,151,163,109
315,234,122,152,156,122
315,430,100,148,140,100
315,293,177,237,243,177
315,98,105,153,149,105
315,404,109,147,137,109
315,91,120,140,158,120
315,439,135,169,157,135
315,13,119,149,155,119
315,310,110,176,178,110
315,599,116,172,168,116
315,275,105,141,139,105
315,379,102,138,144,102
315,169,118,158,170,118
315,569,107,155,151,107
315,89,120,166,162,120
315,392,87,151,175,87
315,203,130,188,176,130
315,30,98,156,154,98
315,542,125,167,167,125
315,204,124,194,194,124
315,222,99,137,151,99
315,325,112,176,178,112
315,269,127,153,157,127
315,228,106,164,156,106
315,271,108,154,154,108
315,63,96,140,138,96
315,333,108,144,144,108
315,21,108,162,168,108
315,171,107,181,165,107
315,560,82,154,150,82
315,108,108,154,158,108
315,523,121,181,189,121
315,443,103,167,157,103
315,496,92,152,156,92
315,231,105,153,161,105
315,99,104,144,152,104
315,418,93,155,157,93
315,517,99,163,177,99
315,290,98,154,144,98
315,424,96,146,152,96
315,494,93,147,145,93
315,272,122,140,150,122
315,303,118,162,170,118
315,178,114,162,164,114
315,534,115,167,171,115
315,307,90,178,160,90
315,247,87,141,145,87
315,90,94,152,150,94
315,23,114,158,160,114
315,200,98,156,156,98
315,571,84,158,160,84
315,485,107,151,147,107
315,591,119,177,171,119
315,92,123,149,149,123
315,17,133,169,171,133
315,16,112,182,174,112
315,242,97,149,147,97
315,541,102,168,168,102
315,37,102,148,152,102
315,461,117,151,163,117
315,412,118,146,144,118
315,10,91,133,149,91
315,434,95,147,155,95
315,357,112,144,148,112
315,299,101,143,143,101
315,512,102,154,156,102
315,503,103,145,159,103
315,597,124,190,194,124
315,68,91,163,159,91
315,573,85,147,163,85
315,185,105,163,167,105
315,427,106,140,154,106
315,47,95,137,143,95
315,277,88,150,154,88
315,585,108,154,160,108
315,274,97,153,149,97
315,85,113,153,153,113
315,499,96,148,148,96
315,148,117,147,161,117
315,191,102,164,166,102
315,559,99,153,151,99
315,371,102,150,142,102
315,117,102,162,162,102
315,139,98,160,148,98
315,366,110,144,148,110
315,563,88,148,164,88
315,278,97,151,157,97
315,187,110,160,164,110
315,532,148,222,214,148
315,173,110,178,166,110
315,465,121,185,189,121
315,580,101,153,157,101
315,198,98,170,164,98
315,72,98,144,144,98
315,158,95,147,143,95
315,189,119,175,169,119
315,20,111,157,151,111
315,94,97,151,153,97
315,196,106,162,172,106
315,8,179,253,253,179
315,522,121,171,163,121
315,33,121,159,161,121
315,551,120,180,176,120
315,484,108,170,180,108
315,378,105,145,145,105
315,593,116,156,152,116
315,268,96,150,152,96
315,413,115,161,161,115
315,52,114,164,162,114
315,539,113,157,163,113
315,380,93,159,145,93
315,535,108,146,158,108
315,320,83,139,143,83
315,583,118,162,164,118
315,498,94,150,156,94
315,36,107,157,153,107
315,95,118,146,150,118
315,179,111,137,141,111
315,285,88,166,168,88
315,596,102,152,158,102
315,409,96,148,152,96
315,250,115,165,163,115
315,183,112,168,164,112
315,326,100,162,170,100
315,346,86,148,152,86
315,400,105,137,147,105
315,543,100,154,144,100
315,104,88,156,148,88
315,48,93,147,149,93
315,32,121,157,159,121
315,511,103,151,151,103
315,209,112,186,186,112
315,197,111,153,163,111
315,491,102,148,148,102
315,312,96,178,176,96
315,49,93,151,159,93
315,181,105,159,153,105
315,497,101,151,147,101
315,600,113,157,147,113
315,592,112,160,158,112
315,457,103,129,129,103
315,527,122,192,196,122
315,575,101,195,195,101
315,71,116,168,162,116
315,224,115,187,193,115
315,18,121,165,153,121
315,194,114,168,168,114
315,552,95,167,159,95
315,472,95,161,161,95
315,233,98,156,146,98
315,504,126,226,222,126
315,408,107,155,151,107
315,45,123,175,163,123
315,294,87,171,193,87
315,87,97,155,163,97
315,235,95,151,163,95
315,27,124,166,166,124
315,192,113,159,157,113
315,349,144,218,214,144
315,246,92,136,148,92
315,134,101,145,149,101
315,502,103,153,159,103
315,407,106,146,150,106
315,97,99,143,159,99
315,296,236,302,308,236
315,557,111,183,181,111
315,218,129,167,181,129
315,500,137,173,173,137
315,88,125,165,153,125
315,199,128,196,196,128
315,501,120,174,188,120
315,411,102,156,156,102
315,283,97,171,165,97
315,221,103,157,155,103
315,288,106,162,166,106
315,121,104,160,152,104
315,521,112,156,164,112
315,273,114,164,154,114
315,147,118,142,160,118
315,382,104,174,168,104
315,73,99,161,161,99
350,25,92,134,154,92
350,438,106,168,156,106
350,252,73,111,115,73
